19:37:34 | INFO    | flynum.run.7_rep_real_s8 | run 7_rep_real_s8 started -> I:\2026.9.14\9.15果蝇识字\runs\7_rep_real_s8
19:37:34 | INFO    | flynum.run.7_rep_real_s8 | ==============================================================================
19:37:34 | INFO    | flynum.run.7_rep_real_s8 | COUNT RUN | model=M1 graph=real circuit=core N=20000 model_seed=8 shuffle_seed=0
19:37:34 | INFO    | flynum.run.7_rep_real_s8 | ==============================================================================
19:37:34 | INFO    | flynum.run.7_rep_real_s8 | ------------------------------------------------------------------------------
19:37:34 | INFO    | flynum.run.7_rep_real_s8 | preparing: circuit=core graph=real retina=isotropic/lamina/both readout=vpn
19:37:37 | INFO    | flynum.run.7_rep_real_s8 | circuit core loaded from cache: 33480 neurons / 1170024 edges
19:37:37 | INFO    | flynum.run.7_rep_real_s8 | hex field: 1771 columns | bounds x[4.5,53.5] y[0.9,33.8] | NN=1.0000 | density=1.193 (ideal 1.155)
19:37:37 | INFO    | flynum.run.7_rep_real_s8 | retina map: 1769/1771 columns carry input neurons; 1356 of them fall inside the image window (76.6%) | 7961 input neurons
19:37:37 | INFO    | flynum.run.7_rep_real_s8 | readout: visual_projection (VPN) -> 9200 neurons
19:37:37 | INFO    | flynum.run.7_rep_real_s8 | count stimuli loaded from cache (20000 pool images)
19:37:44 | INFO    | flynum.run.7_rep_real_s8 | stimuli A: chance=0.20  ink-baseline=0.558  spread-baseline=0.503
19:37:44 | INFO    | flynum.run.7_rep_real_s8 | stimuli B: chance=0.20  ink-baseline=0.218  spread-baseline=0.483
19:37:44 | INFO    | flynum.run.7_rep_real_s8 | stimuli C: chance=0.20  ink-baseline=0.217  spread-baseline=0.432
19:37:44 | INFO    | flynum.run.7_rep_real_s8 | stimuli D: chance=0.20  ink-baseline=0.218  spread-baseline=0.461
19:37:44 | INFO    | flynum.run.7_rep_real_s8 | model: 1249509 trainable parameters | readout=visual_projection (VPN) (9200 neurons) | alpha=0.20 steps=8
19:37:44 | INFO    | flynum.run.7_rep_real_s8 | training set: 20000 images (class counts [4000, 4000, 4000, 4000, 4000])
19:37:44 | INFO    | flynum.run.7_rep_real_s8 | readout standardisation disabled
19:38:14 | INFO    | flynum.run.7_rep_real_s8 |   epoch   0 | loss 1.7166 | train 0.4154 | val 0.4912 | 29.7s
19:50:28 | INFO    | flynum.run.7_rep_real_s8 |   epoch  25 | loss 0.7067 | train 0.7052 | val 0.6944 | 29.3s
19:50:57 | INFO    | flynum.run.7_rep_real_s8 |   epoch  26 | loss 0.6922 | train 0.7108 | val 0.7048 | 29.2s
19:51:27 | INFO    | flynum.run.7_rep_real_s8 |   epoch  27 | loss 0.6819 | train 0.7179 | val 0.7088 | 29.4s
19:51:56 | INFO    | flynum.run.7_rep_real_s8 |   epoch  28 | loss 0.6719 | train 0.7236 | val 0.7072 | 29.0s
19:52:26 | INFO    | flynum.run.7_rep_real_s8 |   epoch  29 | loss 0.6631 | train 0.7274 | val 0.7056 | 30.1s
19:52:55 | INFO    | flynum.run.7_rep_real_s8 |   epoch  30 | loss 0.6547 | train 0.7316 | val 0.7188 | 29.1s
19:53:24 | INFO    | flynum.run.7_rep_real_s8 |   epoch  31 | loss 0.6457 | train 0.7376 | val 0.7164 | 29.0s
19:53:54 | INFO    | flynum.run.7_rep_real_s8 |   epoch  32 | loss 0.6383 | train 0.7427 | val 0.7208 | 29.0s
19:54:23 | INFO    | flynum.run.7_rep_real_s8 |   epoch  33 | loss 0.6325 | train 0.7443 | val 0.7264 | 29.0s
19:54:52 | INFO    | flynum.run.7_rep_real_s8 |   epoch  34 | loss 0.6284 | train 0.7480 | val 0.7308 | 29.0s
19:55:21 | INFO    | flynum.run.7_rep_real_s8 |   epoch  35 | loss 0.6206 | train 0.7498 | val 0.7448 | 29.5s
19:55:51 | INFO    | flynum.run.7_rep_real_s8 |   epoch  36 | loss 0.6167 | train 0.7539 | val 0.7312 | 29.5s
19:56:20 | INFO    | flynum.run.7_rep_real_s8 |   epoch  37 | loss 0.6093 | train 0.7591 | val 0.7376 | 29.5s
19:56:50 | INFO    | flynum.run.7_rep_real_s8 |   epoch  38 | loss 0.6039 | train 0.7625 | val 0.6976 | 29.4s
19:57:19 | INFO    | flynum.run.7_rep_real_s8 |   epoch  39 | loss 0.6019 | train 0.7602 | val 0.7276 | 29.5s
19:57:49 | INFO    | flynum.run.7_rep_real_s8 |   epoch  40 | loss 0.5973 | train 0.7625 | val 0.7452 | 29.4s
19:58:18 | INFO    | flynum.run.7_rep_real_s8 |   epoch  41 | loss 0.5911 | train 0.7699 | val 0.7452 | 29.4s
19:58:48 | INFO    | flynum.run.7_rep_real_s8 |   epoch  42 | loss 0.5886 | train 0.7702 | val 0.7424 | 29.3s
19:59:17 | INFO    | flynum.run.7_rep_real_s8 |   epoch  43 | loss 0.5855 | train 0.7724 | val 0.7484 | 29.4s
19:59:46 | INFO    | flynum.run.7_rep_real_s8 |   epoch  44 | loss 0.5823 | train 0.7716 | val 0.7536 | 29.3s
20:00:16 | INFO    | flynum.run.7_rep_real_s8 |   epoch  45 | loss 0.5781 | train 0.7759 | val 0.7508 | 29.6s
20:00:45 | INFO    | flynum.run.7_rep_real_s8 |   epoch  46 | loss 0.5762 | train 0.7789 | val 0.7508 | 29.2s
20:01:15 | INFO    | flynum.run.7_rep_real_s8 |   epoch  47 | loss 0.5731 | train 0.7785 | val 0.7588 | 29.2s
20:01:44 | INFO    | flynum.run.7_rep_real_s8 |   epoch  48 | loss 0.5714 | train 0.7776 | val 0.7472 | 29.3s
20:02:13 | INFO    | flynum.run.7_rep_real_s8 |   epoch  49 | loss 0.5692 | train 0.7802 | val 0.7576 | 29.4s
20:02:43 | INFO    | flynum.run.7_rep_real_s8 |   epoch  50 | loss 0.5673 | train 0.7834 | val 0.7588 | 29.5s
20:03:13 | INFO    | flynum.run.7_rep_real_s8 |   epoch  51 | loss 0.5664 | train 0.7842 | val 0.7564 | 29.5s
20:03:42 | INFO    | flynum.run.7_rep_real_s8 |   epoch  52 | loss 0.5646 | train 0.7843 | val 0.7624 | 29.4s
20:04:12 | INFO    | flynum.run.7_rep_real_s8 |   epoch  53 | loss 0.5640 | train 0.7840 | val 0.7556 | 29.6s
20:04:41 | INFO    | flynum.run.7_rep_real_s8 |   epoch  54 | loss 0.5625 | train 0.7863 | val 0.7548 | 29.4s
20:05:11 | INFO    | flynum.run.7_rep_real_s8 |   epoch  55 | loss 0.5618 | train 0.7862 | val 0.7576 | 29.6s
20:05:40 | INFO    | flynum.run.7_rep_real_s8 |   epoch  56 | loss 0.5610 | train 0.7863 | val 0.7620 | 29.6s
20:06:10 | INFO    | flynum.run.7_rep_real_s8 |   epoch  57 | loss 0.5606 | train 0.7875 | val 0.7552 | 29.5s
20:06:39 | INFO    | flynum.run.7_rep_real_s8 |   epoch  58 | loss 0.5602 | train 0.7863 | val 0.7564 | 29.4s
20:07:09 | INFO    | flynum.run.7_rep_real_s8 |   epoch  59 | loss 0.5600 | train 0.7872 | val 0.7556 | 29.7s
20:07:09 | INFO    | flynum.run.7_rep_real_s8 | ------------------------------------------------------------------------------
20:07:10 | INFO    | flynum.run.7_rep_real_s8 |   test A: acc 0.7640 (chance 0.20) | macro-F1 0.7579 | per-class 1.00 0.84 0.70 0.51 0.77
20:07:10 | INFO    | flynum.run.7_rep_real_s8 |   test B: acc 0.6042 (chance 0.20) | macro-F1 0.5660 | per-class 0.98 0.91 0.65 0.31 0.17
20:07:11 | INFO    | flynum.run.7_rep_real_s8 |   test C: acc 0.9000 (chance 0.20) | macro-F1 0.8980 | per-class 1.00 1.00 0.99 0.87 0.65
20:07:12 | INFO    | flynum.run.7_rep_real_s8 |   test D: acc 0.5984 (chance 0.20) | macro-F1 0.5723 | per-class 0.97 0.82 0.61 0.34 0.24
20:07:12 | INFO    | flynum.run.7_rep_real_s8 | run 7_rep_real_s8 finished: ok (1778.1s)
